Id,Name,Zone,Toldescribe,Description,Tel,Add,Zipcode,Region,Town,Travellinginfo,Opentime,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Map,Gov,Px,Py,Orgclass,Class1,Class2,Class3,Level,Website,Parkinginfo,Parkinginfo_Px,Parkinginfo_Py,Ticketinfo,Remarks,Keyword,Changetime
C1_397000000A_000050,六義山登山步道,nan,六義山海拔約784公尺，屬阿里山山脈烏山山系，為高雄甲仙與台南南化的界山，日治時期就是熱門的登山路線。步道沿山脊開發，步道仿日據時代古道整理，採用自然生態工法仿木紋樁路面，全長約4.35公里；共有4處登山入口，由北至南分別為四德、公館、百葉與紫霞入口，縱走單程約花費3小時。沿途樹種繁多，不同季節前來各有不同的開花植物，尤其冬季一片梅樹開花，香味撲鼻、美麗夢幻；往西、東、南方向可眺望南化水庫、中央山脈及阿里山烏山山系，視野遼闊十分適合觀賞夕照，沿途並設有觀湖平台、賞梅平台、三角點六義山紀念碑、埡口觀景台及觀壩亭等景點，是林務局評選的國家級健康步道。,共有4處登山入口，縱走單程約花費3小時，沿途樹種繁多，不同季節前來各有不同的開花植物，尤其冬季一片梅樹開花，香味撲鼻、美麗夢幻。,886-7-6612031,高雄市847甲仙區南段紫霞入口,847.0,高雄市,甲仙區,nan,全天候開放,https://khh.travel/image/343/640x480,甲仙六義山-1,nan,nan,nan,nan,nan,397000000A,120.57225,23.08858,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/04/19 10:46:34
C1_397000000A_000051,小林村紀念公園,nan,2009年8月9日凌晨，莫拉克颱風強勁的風雨造成獻肚山土石崩落，將甲仙區小林村掩埋，慘重的災情震撼全國。為了紀念並銘記小林村遭掩埋的462位小林村村民，高雄市政府於小林村原址南邊的高地設立小林村紀念公園，於2012年完工啟用。小林村紀念公園占地1.7公頃，八成規劃為綠地，建構如昔日小林村的意象。公園內苦路的兩側刻有462位逝者的姓名，181棵臺灣原生種山櫻花樹苗則代表逝去的181個家庭。另設有追思廣場、小林公祠、眺望樓台以及紀念碑等。高達九公尺的紀念碑是由風災中順流而下的獻肚山石塊堆砌而成，象徵給予村民新生及重建的力量。由紀念公園眺望遺址懷念斯人，不禁震懾大自然的無情威力，因而更珍惜當下並心存謙卑。,公園為於小林村原址南側高地，佔地約1.7公頃，八成規劃為綠地，建構如昔日小林村的意象，是為了紀念2009年8月9日凌晨莫拉克風災中遭土石掩埋的462位小林村村民。,886-7-7995678,高雄市847甲仙區小林里五里埔,847.0,高雄市,甲仙區,nan,全天候開放,https://khh.travel/content/images/Attractions/50446/640x480_attractions-image-g9jri2wdnu24lpoojftonq.jpg,小林村紀念公園石堆,nan,nan,nan,nan,nan,397000000A,120.64019,23.15425,nan,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024/02/17 16:14:49
C1_397000000A_000063,岡山公園,nan,"位於岡山商業區，佔地5.95公頃的岡山公園是岡山區歷史最悠久的公園，前身為岡山神社，旁邊則有香火鼎盛的壽天宮，長年以來都是重要的民眾休憩地點。2013年市府著手將公園重新改造，保留老樹、拆除老舊硬體設施，並重修神社鳥居，更採用面積草地配合排水軟管儲存收集雨水1,200噸蓄水池，同時設有可容納約1,600噸水的生態池涵養地下水，讓公園回歸自然綠意。新設的步道動線友善，可以自在聆聽鳥語、悠遊於清新綠意，重新改建的圖書館帶來書聲與藝文活動，改建後的公園不但更開闊明亮，並且兼具生態、環保與滯洪功能，在岡山繁忙的市區裡是清新綠洲，也是集休憩與人文於一身的美麗聚點。",前身為岡山神社，旁邊則有香火鼎盛的壽天宮，公園兼具生態、環保與滯洪功能，在岡山繁忙的市區裡是清新綠洲，也是集休憩與人文於一身的美麗聚點,886-7-3421418,高雄市820岡山區公園路1號,820.0,高雄市,岡山區,nan,全天候開放,https://khh.travel/image/950/640x480,岡山中山公園02,nan,nan,nan,nan,nan,397000000A,120.29175,22.79674,nan,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/05/13 11:20:28
C1_397000000A_000067,台灣滷味博物館,nan,滷味看似簡單、隨手可得，卻是先民智慧的結晶，市井間的人間臻品，蛋為什麼會跳舞？邀請大家一起來探索滷味的典故與前世今生，認識大高雄在地名物，認識滷味的萬種風情。台灣滷味博物館館內分為5個站17點，來賓可了解滷味的前世今生，看到滷味科技化的製程，，館內還設置多個拍照景點，各種特色美味餐點供來賓享用之外，更可以透過黃金蛋DIY 體驗知道蛋的小故事，學會各種煮蛋的小撇步，是個適合闔家同歡的好所在。,提供遊客親身體驗滷味的製作過程，讓遊客重新認識中華美食滷味商品,886-7-6229100,高雄市820岡山區本工一路25號,820.0,高雄市,岡山區,捷運：紅線南岡山站下車，1號出口轉搭公車紅71A、　紅71B、紅73「北嶺墘」下車，步行約5分鐘即可抵達。,8:00~17:00 全年無休,https://khh.travel/content/images/Attractions/2015/640x480_image001_6257.jpg,台灣滷味博物館,nan,nan,nan,nan,nan,397000000A,120.26736,22.81757,nan,14,nan,nan,nan,nan,nan,nan,nan,免費參觀黃金蛋DIY：NT$200,*全館禁止攜帶寵物入內*全館禁止吸菸,nan,2024/05/26 00:00:30
C1_397000000A_000068,高雄市漁業文化館,nan,港都高雄是我國遠洋漁業的發祥地，擁有3000餘艘漁船、漁船總噸位達56萬餘噸，每年捕獲漁產70餘萬公噸，佔臺灣漁業總生產量五成，足見高雄市漁業對臺灣的貢獻與重要性。漁業文化館就是為增進民眾對高雄市漁業產業的認識，進而關心漁業發展與傳承而建。館內分遠洋拖網、沿近海漁業、水產加工業、養殖漁業、漁業保育與利用及魷漁業文化館、鮪漁業文化館等各主題區，以各種實景圖片、多媒體傳達海洋漁業知識，讓民眾及下一代更加認識與接近高雄的生命產業。而漁業文化館的成立，也結合了前鎮漁港魚貨直銷中心、前鎮魚市場，提供民眾漁業知性、休憩的場所，也發揮漁業教育、文化及觀光休閒的功能。,漁業文化館就是為增進民眾對高雄市漁業產業的認識，進而關心漁業發展與傳承而建。館內分遠洋拖網、沿近海漁業、水產加工業、養殖漁業、漁業保育與利用及魷漁業文化館、鮪漁業文化館等各主題區。,886-7-7995678,高雄市806前鎮區漁港中一路2號地下一樓,806.0,高雄市,前鎮區,捷運：紅線草衙站（R4) 4號出口 → 直行120公尺（捷運草衙站，明正國小旁）轉搭接駁公車紅9（紅9A、紅9B）至漁港東二路口下車 → 接漁港東二路步行約300公尺至漁港中一路右轉即海洋局大門（漁港東二路底，高雄區漁會對面）。紅線草衙站（R4) 3號出口 → 右轉中平路轉搭接駁公車紅7至后安路佛公國小下車後 → 步行至佛德路左轉 → 往新生路方向路口，接漁港東二路直行至漁港中...,目前休館中，暫不開放參觀，開館日期待館方公布平日：08:00–12:00；13:30–17:30假日：08:00–17:00(國定假日休館),https://khh.travel/image/964/640x480,高雄市漁業文化館01,nan,nan,nan,nan,nan,397000000A,120.31673,22.57225,nan,5,nan,nan,nan,nan,本館備有免費平面停車場供民眾停車。,nan,nan,nan,*本館平常日接受民眾預約參觀，應於參觀時間前以電話或提前以網路或書面(傳真即可)辦理預約申請參觀，若因故延期參觀或取消預約，請於約定時間前通知本局。,nan,2024/03/22 18:55:18
C1_397000000A_000069,高雄市立圖書館總館,nan,高雄市立圖書館總館位於新光路，是一棟結合植物、環保與文化的建築物。這座八層樓高的新總館外方內圓，樓板面積高達37233平方公尺，以樹為建築概念、書為主角，建構出館中有樹、樹中有館開放寬敞的友善空間。在建築及設計方面，市圖新總館有數項突破性的創新：鋼棒懸吊建築、懸吊景觀中庭、挑高7.5米無柱遮蔽式廣場、模矩化空間安排、綠能減碳的大量植栽&hellip;是綠色公共建築的新典範，極簡風格的設計與自然的綠意書香，營造出靜謐舒適的閱讀空間。高雄最美的人情味在圖書館也不缺席，由民間募款購書，開館藏書已逾70萬冊，館內還有一棵別具意義的「感恩樹」，感謝市民及大家共同參與，成就高雄文化的永恆印記。市圖總館的一樓為挑空半開放空間、頂樓還設有空中花園眺望灣區風景，在這個歡迎大家共享的閱讀園地，就像舊時庄頭的大榕樹下，朗朗書聲、盈盈笑語，無論白天夜晚都是港都最優質吸引人的文化所在。,高雄市立圖書館新總館，是一棟結合植物、環保與文化的建築物。書為主角，建構出館中有樹、樹中有館開放寬敞的友善空間。,886-7-5360238,高雄市806前鎮區新光路61號,806.0,高雄市,前鎮區,"100➔ 85大樓站/自強三路口站➔穿越新光路, 即可到達11➔ 青年二路站➔沿自強三路，步行約15-20分鐘， 穿越新光路，即可到達。205/ 70A三多/70B三多/ 70C三多➔ 新光路口站➔下車後，沿新光路步行1分鐘，左側即可到達。12A/12C➔ 中山二路站➔自中山二路站，沿林森四路步行5分鐘，右側即可到達。12A/12C/ 12B/90➔ 捷運三多商圈站➔自捷運三多...",周二~日：10:00~22:00國定假日：10:00~17:00（逢六、日21:30停止入館。國定假日16:30停止入館）,https://khh.travel/content/images/Attractions/18356/640x480_attractions-image-o7bd5b_tok-mqxgjbtk9aw.jpg,高雄市立圖書總館正面照-白天,nan,nan,nan,nan,nan,397000000A,120.30174,22.61024,nan,5,nan,nan,nan,nan,週邊民營收費停車場,nan,nan,導覽：NT$100/人，每場約60分鐘，40人以上團體可享8折優惠，請於參訪當日導覽開始前30分鐘繳納。團體預約以機關、學校、社團為申請單位(10人以上) 參訪七日前完成預約申請。,*禁止攜帶飲料入館，館內禁止飲食。*無自修室。,nan,2024/05/26 00:00:35
C1_397000000A_000070,高雄展覽館,nan,在活力四射的海洋都市中，高雄市政府正以多項重大建設構築「亞洲新灣區」，高雄展覽館座落於亞灣區樞紐，是臺灣第一座多功能臨港會展中心，鄰近高雄港及高雄捷運三多商圈站，距離小港機場僅約15分鐘車程，交通十分便捷，是高雄市擁有國際級景觀及專業的展場。場地寬敞佔地45000平方公尺，室內外展覽空間共可容納約1500個標準攤位，挑高明亮的展場可隨需要靈活運用，舉凡展覽、國際會議、宴席、演唱會、產品發表與戶外活動，其中，南館無柱挑高27公尺及地板承載每平方米5噸，更適合船舶及大型機具展示。會議空間大小皆備，最多可容納4000人，滿足各類型會議彈性需求，全館提供高速無線網路快攬無限商機，更是首座建置5G專網並提供全方位科技應用的智慧場館。智慧節能的建築設計、波浪造型輕量化鋼骨結構，展現海洋城市意象與磅礡氣勢！展覽館建築為大跨距鋼骨結構，外覆以一萬多片的鋁合金帷幕，能調節自然採光與空氣，波浪型的屋頂呼應港都海洋城市的造景，更為海港增添亮麗地標，此建築物的節能概念也贏得多項綠能大獎。到了夜晚建築體四周點亮盞盞燈火，如星光如漁火在海風中閃爍，與沿海週遭的建築共同譜出璀燦輝煌的港都夜色，高雄展覽館無疑是亞洲新灣區最閃耀的一顆明星，無論商務或休閒都可以得到截然不同的嶄新體驗。,高雄展覽館座落於「亞洲新灣區」樞紐，是臺灣第一座多功能臨港會展中心；波浪造型鋼骨結構，展現海洋城市意象與磅礡氣勢！,886-7-2131188,高雄市806前鎮區成功二路39號,806.0,高雄市,前鎮區,飛機：小港國際機場 → 轉乘捷運至三多商圈站 → 步行約10分鐘即可抵達。高鐵：自左營高鐵站轉乘捷運至三多商圈站 (15分鐘) → 步行約10分鐘即可抵達。捷運：三多商圈站 → 步行約10分鐘即可抵達。輕軌：營運路段為C1籬仔內站至C8高雄展覽館站。公車：高雄展覽館站：紅21 捷運衛武營站－捷運三多商圈站紅22 捷運衛武營站－新光路口（圖書總館）168環狀東幹線 金獅湖站－金獅...,中央大街：09:00–18:00商店：10:00–18:00,https://khh.travel/content/images/Attractions/37446/640x480_attractions-image-ysimhy_ol0wbgsvwg1w0uq.jpg,高雄展覽館與高雄港,nan,nan,nan,nan,nan,397000000A,120.29833,22.60788,nan,5,nan,nan,nan,nan,週一到週日 08:00~22:00機車停車位約800個，每次40元汽車停車位約400席，前30分鐘免費平日及假日：每半小時30元，當日最高上限500元展會活動期間：每半小時40元，...,nan,nan,nan,*館內禁止寵物進入，導盲犬除外。,nan,2024/05/26 00:00:38
C1_397000000A_000071,前鎮漁港,nan,"前鎮漁港是高雄最大的漁港，水域面積有312,500平方公尺，陸上面積320,000平方公尺，大約可停靠數十艘千噸級的遠洋漁船，大部分的遠洋漁船都在此卸貨，使得這裡的漁貨既多元又豐富，可謂帶動高雄漁業產業的龍頭，而南部地區的漁業機構，例如海洋局、遠洋漁業中心、水產試驗所、工會、漁業文化館等等也在此地聚集，目前為臺灣停泊漁船噸級最大，漁獲量最多之遠洋漁港，是全國最大的漁業重鎮。每天天色剛亮，漁船紛紛進港，有些漁貨都直接送往附近的加工廠加工處理，其它則送至批發或直銷市場販售，民眾可在熱鬧蓬勃的漁市購買新鮮漁獲，也可到漁業大樓的水產陳列館和漁村文物館參觀，認識豐富的海洋水產資源以及早期漁村的生活型態。前鎮漁港由於腹地廣大與功能眾多，可說是全臺最大，兼具漁業、觀光休閒、文化教育和海上交通等多功能發展的漁港。",高雄最大的漁港，約可停靠數十艘千噸級的遠洋漁船，可說是全台最大，兼具漁業、觀光休閒、文化教育和海上交通等多功能發展的漁港。,886-7-7995678,高雄市806前鎮區漁港南一路,806.0,高雄市,前鎮區,nan,全天候開放,https://khh.travel/image/978/640x480,前鎮漁港01,nan,nan,nan,nan,nan,397000000A,120.31533,22.57057,nan,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2020/05/26 14:48:42
C1_397000000A_000072,前鎮之星,nan,位於中山四路與凱旋四路口的前鎮之星是一座多功能自行車橋。由於此多叉路口交通動線複雜、車流龐大，行人穿越馬路時險象環生，自行車道的設置不但使人車安全得以改善，同時也串聯臨港線自行車道、前鎮河自行車道及鳳山溪自行車道系統，形成節能減碳的完整自行車網絡。前鎮之星橋樑寬度5米，採人與自行車分流。在結構上以弧型鋼骨往四面延伸，搭配隨曲線翻折的遮陽頂棚，創造出多層次的美感，也軟化了都市剛硬的景觀。車道的交叉點設計成如樹幹般的造型並有一座空中花園，除了為都市設立一個地標性的焦點，也為在橋上行走或騎乘單車的使用者打造可供停留休憩、並充滿自然風情的中心區，憑欄眺望街景無限快意。夜間時上橋引道及橋體打上不同顏色與層次的照明光暈，使人車使用更加安全，為前鎮塑造了繽紛多彩的新地標。,搭配隨曲線翻折的遮陽頂棚，創造出多層次美感，車道的交叉點設計成如樹幹般的造型並有一座空中花園，為前鎮塑造繽紛多彩的新地標,886-7-7995678,高雄市806前鎮區中山三路與凱旋四路交叉口,806.0,高雄市,前鎮區,nan,全天候開放,https://khh.travel/content/images/Attractions/25/640x480_ck9a0454_6262.jpg,前鎮之星走道,nan,nan,nan,nan,nan,397000000A,120.31527,22.59523,nan,12,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/03/17 18:15:04
C1_397000000A_000073,珍芳烏魚子見學工廠,nan,珍芳烏魚子是一家擁有五十年專業經驗的烏魚子工廠，第一代經營者最初的銷售店面，是在鹽埕市場裡的一間2坪小店，因製作技術及品質深受顧客信賴，建立出良好口碑及穩固客源。第二代經營者接手後，不僅遵循古法製程並導入現代化專業程序，是第一家取得ISO22000與HACCP食品安全雙認證的烏魚子工廠。​​​​​​為了讓更多民眾了解珍芳烏魚子，創立「珍芳烏魚子見學工廠」把烏魚子這個產業帶到另一個文化的層面，結合食品與文創觀光，讓遊客來這裡能體驗五感，「看的到、聽的到、摸的到、吃的到、聞的到烏魚子」，希望在休閒旅遊體驗時，能兼具食－遊－玩－學。帶您走進烏魚的時光隧道，一同來探索烏金歷史，了解高雄獨特的烏魚子文化產業。,包含了製程區、知識文化區、商品區、簡報室、互動區、DIY教室以及日光玻璃屋晒場。以寓教於樂的方式，介紹烏魚子的專業知識，還可進行DIY活動，來場烏魚子創意料理秀,886-7-8227488,高雄市806前鎮區新衙路296巷81弄13號,806.0,高雄市,前鎮區,搭乘紅線前鎮高中站，搭乘高雄市紅9號公車，抵達仁愛國小站下，直走經過運通大樓的第一個路口右轉(296巷)，看到左手邊白色鐵皮大樓(81弄)請左轉直行，約50公尺珍芳烏魚子見學工廠即在左手邊。 搭乘捷運至前鎮高中站下車，直行鎮中路經過前鎮高中，看到康定路左轉到底，接著右轉新衙路，經過運通大樓的第一個路口右轉(296巷)，看到左手邊白色鐵皮大樓(81弄)請左轉直行，約50公尺珍芳烏...,週一至週日：09:30-12:00、14:00-16:30(本館採預約制，平日假日都需預約),https://khh.travel/image/2020/640x480,珍芳烏魚子1,nan,nan,nan,nan,nan,397000000A,120.31276,22.58249,nan,14,nan,nan,nan,nan,nan,nan,nan,門票：NT$50自製烏魚子DIY-NT$350/份火烤烏魚子DIY-NT$100/份烏魚子飯糰DIY-NT$100/份DIY費用皆含門票,nan,nan,2024/05/26 00:00:48
C1_397000000A_000074,創藝所在-R7獅甲站,nan,大高雄具有海港得天獨厚的對外經濟貿易優勢，近年來為因應產業型態的變更，經濟部工業局特與市政府合作促成「R7創藝所在」的產生，定位主軸以「設計」、「生活」和「教育」為三大重心，將串連與輔導國內紡織及設計產業，並成立與消費者的互動平台，朝培育本土設計師品牌的方向前進。R7創藝所在就設在勞工公園的綠茵裡的獅甲會館一樓，鄰近R7獅甲捷運站3號出口。 R7創藝所在的展區採無隔間設計，可隨著不同展示型態變動。挑高的空間以黑色背景與原木材質創造創意時尚的品味。場館設有本土設計師的作品展示區，目前有五位設計師駐館，民眾可零距離與設計家對話、觀察或參與製作設計，從無到有、打造獨一無二的作品。走累了，展場裡眾多家輕食咖啡店提供休閒角落，沈浸於清新的創意氛圍中，心也隨之著豐盈。,大高雄具有海港得天獨厚的對外經濟貿易優勢，近年來為因應產業型態的變更，經濟部工業局特與市政府合作促成「R7創藝所在」的產生，定位主軸以「設計」、「生活」和「教育」為三大重心，將串連與輔導國內紡織及設計產業，並成立與消費者的互動平台，朝培育本土設計師品牌的方向前進。R7創藝所在就設在勞工公園的綠茵裡的獅甲會館一樓，鄰近R7獅甲捷運站3號出口。 R7創藝所在的展區採無隔間設計，可隨著不同展示型態變動。挑高的空間以黑色背景與原木材質創造創意時尚的品味。場館設有本土設計師的作品展示區，目前有五位設計師駐館，民眾可零距離與設計家對話、觀察或參與製作設計，從無到有、打造獨一無二的作品。走累了，展場裡眾多家輕食咖啡店提供休閒角落，沈浸於清新的創意氛圍中，心也隨之著豐盈。,886-7-7938888,高雄市806前鎮區中山三路132號 (獅甲站3號出入右轉步行約3分鐘，於勞工公園內),806.0,高雄市,前鎮區,nan,06:00–00:00,https://khh.travel/image/157/640x480,r7獅甲站-快樂遊獅甲4_高雄捷運提供,nan,nan,nan,nan,nan,397000000A,120.30808,22.60605,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/08/25 02:00:55
C1_397000000A_000075,美濃窯,nan,鍾靈毓秀的靈山山麓下，由藝術家朱邦雄博士打造的美濃窯工作室就在此紮根，催生陶藝公共藝術。在結合青山綠樹的開放空間中，參觀的民眾，常有機會觀賞到藝術家創作大型陶壁藝術雕塑製作的盛況，與自然景觀合一的藝術創作總讓參觀者深受感動。美濃窯的作品除了大型的陶壁公共藝術之外，也創作適合裝置於一般住宅、別墅的小型陶壁藝術，精心設計的陶藝作品蘊含了濃厚在地人文，深受愛好陶磁藝術者的喜愛蒐藏。除了參觀與欣賞，美濃窯提供遊客陶藝DIY體驗，藉由與泥土接觸的過程感受自然、純樸的樂趣，並打造獨一無二的作品。而窯燒咖啡廳有陶壁妝點出華麗外觀，連咖啡桌都出自陶藝創作，提供參訪者身心至高的藝術享受。美濃窯是個培養個人心性與人文氣息的所在，如果想對臺灣陶壁藝術有更深入的探索，走一趟美濃窯相信會給你最深刻的感受。,培養個人心性與人文氣息的所在，如果想對臺灣陶壁藝術有更深入的探索，走一趟美濃窯相信會給你最深刻的感受,886-7-6817873,高雄市843美濃區福美路496巷6號,843.0,高雄市,美濃區,搭乘火車到新左營站 → 轉乘8025路公車 → 到雷音寺站下車步行約12分鐘即可抵達,平日：08:00-17:00假日：09:00-17:00,https://khh.travel/image/1454/640x480,美濃窯-1,nan,nan,nan,nan,nan,397000000A,120.52283,22.90521,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2021/09/30 18:03:30
C1_397000000A_000076,曾文忠美術館,nan,美濃是個地靈人傑的地方，秀麗的山川與淳厚的人情孕育出鍾理和那樣一生為文學嘔心瀝血、為農民請命發聲的文學家，也有像曾文忠老師那樣無私奉獻於美育並致力保存鄉土之美的藝術家。曾文忠老師是著名的油畫與水彩畫家，自小成長於永安老街上的曾家夥房，對美濃的風土民情及優美景緻、房舍感情深厚，創作美濃家鄉系列及高雄系列數百幅，將家鄉美如桃花源的風景一一入畫。並不時慷慨謉贈巨型畫作給政府文化單位及學校以發揚美育薰陶學子。曾文忠對傳統客家夥房情有獨鍾，有感於造型優美獨特的夥房因年久失修逐漸消失，他四處奔走於夥房的保存與再生利用，2000年終於將永安街的祖屋，重建成寬敞的現代畫廊，在這裡創設「曾文忠美術館」，展示個人及其他藝術家的作品，提供會場作為藝術、文學講座。他也鼓勵永安街夥房鄉親，能保存、紀錄、展示客家文物、歷史，成立夥房藝術館群，使客家文物能源遠流長。,曾文忠老師是著名的油畫與水彩畫家，自小成長於永安老街上的曾家夥房，對美濃的風土民情及優美景致、房舍感情深厚，創作美濃家鄉系列及高雄系列數百幅，將家鄉美如桃花源的風景一一入畫。,886-9-16291362,高雄市843美濃區永安路118號,843.0,高雄市,美濃區,nan,前往參觀前請先致電聯絡,https://khh.travel/image/1453/640x480,曾文忠美術館06,nan,nan,nan,nan,nan,397000000A,120.5448,22.89877,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/04/19 11:34:30
C1_397000000A_000077,永安老街,nan,美濃舊稱「瀰濃」，清朝年間，原居屏東里港的客家人渡過荖濃溪，來到美濃月光山建立了「瀰濃庄」。開庄時十六姓先民在此建造了24座夥房，並以永安街命名祈求永久安居之意，至今已有二百年的歷史，是當年開發最早最繁華的街道。由西側的瀰濃庄敬字亭開始直到東門樓，約二公里的距離內充滿了古樸懷舊的氣息，德勝公壇、伯公祠、宋屋學堂、古井及客家藍衫店、美濃舊橋及水圳，還有看不盡古色古香的客家夥房、美麗的門樓，訴說著二百年滄桑美麗的故事。走累了，可以在菜市場點幾道鹹香可口的客家小吃，想體驗客家庄文化就到客家文物館深入了解或到水圳邊看看美濃怡人風光，每一個飛簷、轉角都是優雅的歷史與感動。永安老街儼然是客家文化的歷史縮影，更是美濃的菁華所在。,美濃舊稱「瀰濃」，清朝年間，原居屏東里港的客家人渡過荖濃溪，來到美濃月光山建立了「瀰濃庄」。,886-7-7995678,高雄市843美濃區永安街,843.0,高雄市,美濃區,nan,全天候開放,https://khh.travel/image/984/640x480,永安老街 (2),nan,nan,nan,nan,nan,397000000A,120.5475,22.89744,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/04/19 11:34:50
C1_397000000A_000079,美濃敬字亭,nan,敬字亭又名聖蹟亭、敬聖亭、字紙亭。「敬字重字，崇尚文風」是深受儒家思想薰陶的傳統觀念；加上客家人對書寫後的字紙相當敬重，因此在村莊設焚燒金紙的爐亭，專門化紙。目前美濃區有四座敬字亭保存較完整，分布於金瓜寮、上庄、龍肚等地，其中以位於中山路與永安路口，從乾隆年間即創建的「瀰濃庄敬字亭」最為古老且完整，為國家三級古蹟。瀰濃庄敬字亭為磚造中空六邊形三層磚塔，由燕尾磚疊砌而成，亭身施以彩繪之花瓣狀剪黏，亭頂淺雕如意圖案，造型優雅古樸。在敬字亭下方的石牌，則供奉了倉頡、孔子、文昌帝君等與教育有密切關係的神祇，這也反映了美濃對於文學與教育的重視。,敬字亭又名聖蹟亭、敬聖亭、字紙亭。在敬字亭下方的石牌，供奉了與教育有密切關係的神祇，反映了美濃對文學與教育的重視,886-7-7995678,高雄市843美濃區中山路、永安路交叉路口,843.0,高雄市,美濃區,nan,全天候開放,https://khh.travel/content/images/Attractions/21833/640x480_attractions-image-kuj8quwjmuit-9wl0zevrw.jpg,美濃敬字亭,nan,nan,nan,nan,nan,397000000A,120.53392,22.90223,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2020/09/21 16:43:24
C1_397000000A_000080,鍾理和紀念館,nan,美濃是被尊稱為「臺灣現代文學之父」的作家鍾理和先生的故鄉，「鍾理和紀念館」是文學界林海音、鍾肇政、葉石濤、鄭清文、李喬、張良澤等6人，有感於從日據(治)時代自國民政府遷台以來，臺灣本土作家長期受盡不公平的壓制和忽視，許多珍貴臺灣文學隨著時間次第湮沒，實在是臺灣文學史上莫大損失，因此於1979年具名發出籌建「鍾理和紀念館」啟事，獲得社會熱烈響應，由鍾理和家屬無條件提供鍾理和晚年生活、寫作的故居美濃鎮尖山山麓土地，動員社會力量，由民間合力建成，是臺灣由民間合力興建的第一座平民文學家紀念館，非常值得珍惜。館內展示所有鍾理和的手稿、日記、雜記、生活用品及研究鍾理和文學的相關文件資料，二樓收藏其它臺灣許多作家的著作、照片、手稿，而館外則有臺灣文學步道，以30多位臺灣作家的名字和名言，以文學碑石鋪陳於林木蒼翠的園區中，緩步其間，傾聽著文學與心靈所譜成的詠嘆，懷想文學家一生淳厚堅毅、執著於文學並為農民發聲的心志，相信能與臺灣文學前輩心靈交流並深受感動。,傾聽著文學與心靈所譜成的詠嘆，懷想文學家一生淳厚堅毅、執著於文學並為農民發聲的心志，相信能與台灣文學前輩心靈交流並深受感動,886-7-6822228,高雄市843美濃區廣林里朝元95號,843.0,高雄市,美濃區,搭乘高雄客運至旗山轉運站 → 轉乘假日觀光公車(每週六) → 美濃 → 東門樓 → 中正湖 → 美濃客家文物館 → 朝元寺、鍾理和紀念館(車程約40分鐘),09:00–17:00(週一公休),https://khh.travel/image/998/640x480,鍾理和紀念館-2,nan,nan,nan,nan,nan,397000000A,120.58614,22.93324,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2020/05/26 16:23:31
